article_name,nb_in_unfinished_paths,nb_in_finished_paths,nb_links,views
Gothenburg,1,11,51,52511.563106796115
Gottfried Leibniz,11,26,127,10232.174757281553
Government,101,250,174,74282.55339805825
Government of France,9,10,18,14705.184466019418
Gowanus Canal,0,0,19,5327.9514563106795
Grand Canal of China,8,27,20,1709.2912621359224
Grand Canyon,9,37,134,87744.25242718446
Grand Central Station (Chicago),0,0,7,1255.6407766990292
Grand Central Terminal,8,31,18,39983.446601941745
"Grand Forks, North Dakota",0,0,24,11071.174757281553
Grand Slam (tennis),14,35,31,123152.66019417475
Grange Hill,1,2,6,13091.59223300971
Granite,23,65,90,53041.49514563107
Graniteville train disaster,0,0,6,146.59223300970874
Grape seed oil,6,9,11,11674.009708737864
Graphic novel,21,45,29,25607.223300970873
Gravitation,60,183,141,8093.21359223301
Gray Wolf,16,50,34,3496.0485436893205
Gray reef shark,8,23,10,193.58252427184465
Grease (film),3,4,7,134896.91262135922
Great Auk,2,22,25,505.1747572815534
Great Barrier Reef,23,52,27,68191.09708737864
Great Black-backed Gull,5,19,12,183.07766990291262
Great Britain,273,653,360,151241.47572815535
Great Bustard,0,4,12,259.37254901960785
Great Comet of 1882,4,13,7,877.1262135922331
Great Cormorant,2,16,22,331.8349514563107
Great Crested Grebe,4,9,15,382.58252427184465
Great Lakes,42,161,125,112951.66990291262
Great Lakes Storm of 1913,2,15,24,5343.291262135922
Great Moravia,4,10,28,10952.699029126214
Great Pyramid of Giza,41,50,21,167787.8640776699
Great Red Spot,13,44,14,27521.90291262136
Great Rift Valley,11,32,48,22795.339805825242
Great Salt Lake,14,40,24,35270.922330097084
Great Spotted Woodpecker,4,12,12,448.15533980582524
Great Tit,0,0,14,736.5145631067961
Great Wall of China,15,89,35,229725.09708737864
Great Yarmouth,1,10,34,12126.26213592233
Great comet,4,24,9,4751.398058252427
Great hammerhead,0,0,4,9427.52427184466
Great white shark,19,219,35,122290.28155339806
Greater Cane Rat,0,0,6,55.31372549019608
Greco-Buddhism,3,9,39,10504.223300970874
Greece,136,466,729,261856.56310679612
Greek War of Independence,9,29,35,37897.23300970874
Greek mythology,130,341,125,114448.84466019417
Green Woodpecker,1,15,11,274.54368932038835
Greenhouse effect,42,144,34,80023.20388349515
Greenland,44,166,147,255713.1941747573
Greg LeMond,7,6,11,19351.78640776699
Gregor Mendel,13,59,29,52965.73786407767
Gregorian chant,12,34,29,29449.73786407767
Gremlins,0,0,19,75830.23300970874
Grenada,4,17,103,107071.92233009709
Grevy's Zebra,3,3,11,97.8921568627451
Group (mathematics),4,11,20,27939.679611650485
Grover Cleveland,2,35,47,125473.1359223301
Guadeloupe,4,15,101,78574.54368932039
Guam,13,26,69,158095.7281553398
Guangzhou,3,28,67,91224.14563106796
Guatemala,25,56,92,118267.23300970874
Guernsey,2,19,58,77681.5145631068
Guglielmo Marconi,5,12,30,39570.78640776699
Guild,12,22,45,23394.805825242718
Guinea,8,34,376,74417.2427184466
Guinea-Bissau,2,22,73,51415.8932038835
Guinness,13,41,26,57875.854368932036
Guitar,50,130,71,86317.29126213593
Gulf of Mexico,74,166,80,35782.12621359223
Gull,12,50,61,31492.611650485436
Gunpowder,15,83,31,57630.05825242718
Guqin,5,13,38,10558.446601941747
Gustav Holst,7,26,39,21725.650485436894
Gustavus Franklin Swift,0,6,33,2232.2718446601943
Guyana,5,29,122,181989.00970873787
Gyeongju,1,5,14,9194.42718446602
Gypsum,8,25,40,47218.94174757282
Hänsel und Gretel,3,6,8,150.14563106796118
H.D.,6,14,35,6370.242718446602
H5N1,3,25,127,2779.669902912621
HD 209458 b,8,17,13,4976.844660194175
HD 217107,0,3,28,176.6601941747573
HD 217107 b,0,0,11,161.11650485436894
HD 217107 c,0,0,7,106.87378640776699
HD 28185,0,0,26,187.37864077669903
HD 28185 b,0,0,14,438.79611650485435
HIV,28,104,112,118270.63106796116
HIV AIDS in Africa,0,0,48,15.27450980392157
HMS E18,0,0,4,199.23300970873785
HSBC,9,14,66,91126.70873786407
HTTP cookie,9,13,17,427593.0
H II region,5,14,31,4960.815533980583
Habsburg Spain,4,24,53,19118.242718446603
Hadrian's Wall,5,19,31,77298.33009708738
Haemophilia,5,21,6,54792.50485436893
Hafnium,6,22,47,13552.466019417476
Haiti,34,63,109,167638.427184466
Haji Mohammad Suharto,0,0,24,29.21359223300971
Halfbeak,1,3,10,1556.116504854369
Halloween,23,39,58,354463.71844660194
Hamburg,8,30,99,91873.5145631068
Hamilton-Burr duel,0,0,10,588.4466019417475
Hammurabi,5,22,32,32392.68932038835
Hampshire,12,32,70,38660.1067961165
Hampstead Heath,3,10,7,11717.582524271844
Hannibal Barca,6,17,25,2395.893203883495
Hanoi,5,20,29,60115.155339805824
Harald Maddadsson,4,11,6,508.77669902912623
Haraldskær Woman,2,3,8,4722.126213592233
Harare,2,17,23,30161.572815533982
Hardball squash,3,2,7,630.7864077669902
Harlem Globetrotters,8,25,12,55397.63106796116
Harley-Davidson,2,20,16,80827.03883495145
Harold Macmillan,7,11,52,80046.96116504855
Harold Wilson,3,10,46,122829.3786407767
Harrier Hawk,0,2,8,70.8921568627451
Harry Potter,43,171,47,469561.1553398058
Harry S. Truman,12,44,85,218442.55339805825
Harvest,19,32,19,15209.495145631068
Hasekura Tsunenaga,2,13,31,9842.514563106795
Hassium,3,15,15,9712.873786407767
Hatshepsut,4,16,13,44123.77669902913
Hawaiian Goose,6,5,11,212.4313725490196
Hawfinch,0,0,9,2526.893203883495
Hawk,12,59,121,33520.320388349515
Hawk-Eye,11,36,14,10323.95145631068
Hawking radiation,3,35,18,38270.611650485436
Health,48,120,133,87645.96116504855
Heard Island and McDonald Islands,1,11,12,19225.21359223301
Heat,43,146,79,38916.01941747573
Hebrew calendar,4,20,20,58213.16504854369
Hebrew language,36,99,135,91897.93203883494
Hebrides,3,15,56,24259.417475728154
Heilbronn,0,0,35,7153.21359223301
Helen,13,30,166,3010.4466019417478
Helen Gandy,3,12,9,4757.57281553398
Helicobacter pylori,0,1,17,88868.59223300971
Heliocentrism,15,43,59,33485.06796116505
Helium,15,129,142,85326.93203883494
Hellenistic Greece,18,55,28,6542.728155339806
Hello Garci scandal,3,16,2,3741.26213592233
Helmeted Guineafowl,4,9,19,237.84466019417476
Helsinki,6,31,68,68950.22330097087
Henipavirus,4,9,13,20739.88349514563
Henri Matisse,2,14,17,57754.45631067961
Henrik Ibsen,6,22,26,32202.699029126212
Henry David Thoreau,3,21,32,85671.71844660194
Henry Fonda,5,12,27,111905.7281553398
Henry Ford,14,35,21,140130.2233009709
Henry H. Rogers,6,10,31,992.9708737864078
Henry III of England,11,59,32,72956.68932038835
Henry II of England,13,73,48,100902.07766990291
Henry IV of England,10,74,36,94365.4854368932
Henry I of England,5,49,35,68890.55339805825
Henry James,9,7,55,38761.077669902916
Henry Moore,5,6,26,14796.543689320388
Henry Morrison Flagler,5,13,19,1009.9902912621359
Henry Morton Stanley,6,8,23,20240.009708737864
Henry Purcell,3,13,29,16524.97087378641
Henry Rollins,2,10,3,90197.70873786407
Henry VIII of England,29,128,124,290970.47572815535
Henry VII of England,16,117,52,203436.0776699029
Henry VI of England,4,72,32,126757.01941747573
Henry V of England,3,73,36,181130.33009708737
Henry Wood (conductor),0,0,12,143.04854368932038
Hepatocellular carcinoma,3,12,7,18555.73786407767
Hepatorenal syndrome,0,0,3,12077.504854368932
Heracles,20,44,35,95947.98058252427
Heraclius,8,16,21,22439.242718446603
Heraldry,11,11,51,26987.55339805825
Herbert Hoover,3,27,56,135670.0485436893
Herbig-Haro object,0,4,17,239.76699029126215
Herbivore,138,284,75,22212.922330097088
Hermann Maier,0,0,5,3608.029126213592
Hernán Cortés,11,22,30,84158.46601941748
Hero of Ukraine,0,0,10,4679.543689320389
Hero of the Russian Federation,9,2,9,9406.300970873786
Herodotus,8,26,54,59738.8932038835
Heron,5,21,17,29556.912621359224
Herrerasaurus,0,3,15,4990.368932038835
Herring Gull,3,15,15,379.88349514563106
Hey Jude,8,43,16,49493.155339805824
Hickman's potentilla,0,0,12,168.89320388349515
High German consonant shift,8,14,11,5721.718446601942
Hilda of Whitby,4,0,18,4063.2038834951454
Himalayas,28,103,98,124613.15533980583
Himno Nacional Mexicano,1,9,16,10430.077669902912
Hindi,17,57,92,175714.56310679612
Hinduism,45,166,171,234613.33980582524
Hip hop music,92,186,98,149604.78640776698
Hippocrates,13,62,40,51778.854368932036
Hippopotamus,20,41,73,102056.82524271845
Hiroh Kikai,0,0,4,613.0776699029126
Hirohito,9,25,33,132860.1359223301
History,67,150,2298,106553.40776699029
History of Alaska,0,2,31,9320.805825242718
History of Anglo-Saxon England,19,60,38,30189.456310679612
History of Arizona,5,8,51,4188.504854368932
History of Buddhism,7,15,60,16187.0
History of Burnside,0,0,7,267.59223300970876
History of Cape Colony from 1806 to 1870,0,0,23,304.77669902912623
History of Cape Colony from 1870 to 1899,0,0,23,71.3883495145631
History of Central Asia,4,5,49,5438.0873786407765
History of Earth,24,95,107,50923.04854368932
History of Greece,18,71,87,22445.70873786408
History of Greenland,6,19,38,10131.621359223302
History of Limerick,0,0,26,1311.7766990291261
"History of Louisville, Kentucky",0,0,30,2256.9320388349515
"History of Miami, Florida",0,0,32,125.07766990291262
History of New Jersey,5,13,49,2941.766990291262
History of Northwest Territories capital cities,0,0,5,623.3786407766991
History of Poland (1945–1989),0,0,42,7737.155339805825
History of Portugal (1777–1834),0,0,25,1780.7961165048544
History of Puerto Rico,5,8,46,11761.213592233009
History of Russia,10,22,77,36830.58252427184
History of Singapore,0,0,49,24705.66990291262
History of Solidarity,0,0,17,4408.9320388349515
History of South Africa,6,27,171,33952.31067961165
History of South Africa in the apartheid era,7,15,61,1277.4660194174758
History of South Carolina,3,4,49,5656.436893203883
History of Wikipedia,0,0,18,18550.29126213592
History of computing hardware,17,30,30,20295.33009708738
History of democracy,8,18,47,22356.135922330097
History of education,0,0,21,20563.78640776699
History of merit badges (Boy Scouts of America),0,0,16,946.1262135922331
History of nuclear weapons,7,49,66,16522.990291262136
History of painting,0,6,93,14961.194174757282
History of post-Soviet Russia,2,20,34,645.6893203883495
History of saffron,0,0,54,3217.621359223301
History of science,26,74,151,27034.912621359224
History of slavery,14,31,79,61035.77669902913
History of the Australian Capital Territory,0,0,18,2046.009708737864
History of the Grand Canyon area,0,0,46,2897.4174757281553
History of the Internet,16,63,32,107428.14563106796
History of the Netherlands,0,0,66,15761.359223300971
History of the Panama Canal,0,0,30,9752.679611650485
History of the Portuguese Communist Party,0,0,27,366.68932038834953
History of the Royal Australian Navy,0,0,66,1726.8543689320388
History of the West Indian cricket team,0,0,25,2212.349514563107
History of the world,29,71,154,32702.825242718445
Ho Chi Minh,5,23,67,93192.42718446603
Ho Chi Minh City,11,37,31,87935.45631067961
Holkham Hall,0,4,18,8522.077669902912
Hollandic,1,15,15,585.7087378640776
Holmium,1,10,34,8193.009708737864
Holy Roman Empire,88,190,141,188020.74757281554
Homer,32,155,79,85131.95145631068
Homestar Runner,9,27,17,13286.805825242718
Homo floresiensis,2,13,25,31834.980582524273
Honduras,9,29,92,101605.66990291262
Honey,23,79,88,76527.56310679612
Honey bee,6,58,19,59568.94174757282
Hong Kong,31,121,222,396027.4077669903
Hoover Dam,8,40,24,82319.02912621359
Hopman Cup,2,13,22,9109.038834951456
"Horatio Nelson, 1st Viscount Nelson",5,5,53,62323.59223300971
Horn of Africa,14,40,48,39000.17475728155
Horse,51,207,128,127818.31067961165
Hot air balloon,13,16,20,29742.40776699029
House,11,43,530,980746.6407766991
House Martin,4,7,13,122.67647058823529
House Sparrow,8,58,33,1614.1747572815534
House of Lords,25,52,87,93266.60194174758
Household income in the United States,16,27,20,73057.18446601942
"Houston, Texas",31,63,88,21190.941747572815
Hovercraft,18,24,18,22536.90291262136
Howards End,4,3,9,22390.941747572815
Howland Island,6,8,14,17516.31067961165
Hrafnkels saga,0,0,6,1035.6504854368932
Hubbard Glacier,5,18,5,3303.252427184466
Hubble's law,10,17,21,24108.563106796115
Hubble Deep Field,10,18,18,14610.73786407767
Hubble Space Telescope,44,179,90,78436.01941747573
Hudson Bay,4,41,23,33628.49514563107
Hugo Wolf,5,11,10,3637.3980582524273
Human,665,1556,579,230737.00970873787
Human abdomen,1,0,1,1779.4660194174758
Human dignity,12,18,4,1384.388349514563
Human rights,71,192,142,96930.99029126213
Humanism,21,44,48,66393.52427184465
Humanities,23,55,82,45086.25242718447
Humbert Roque Versace,0,0,6,1490.0873786407767
Humour,22,16,13,25257.66990291262
Humpback Whale,11,67,31,2281.621359223301
Humphry Davy,8,26,50,18500.349514563106
Humus,6,22,11,19963.757281553397
Hundred Years' War,13,31,61,113516.02912621359
Hungary,24,111,245,211208.82524271845
Hunger,12,22,7,12475.378640776698
Huntington's disease,11,7,12,113250.38834951456
Hurricane Alex (2004),6,8,8,730.8543689320388
Hurricane Andrew,9,38,38,46120.446601941745
Hurricane Camille,10,30,31,19022.825242718445
Hurricane Charley,4,17,28,18725.09708737864
Hurricane Danny (1997),0,0,6,1339.4271844660195
Hurricane David,2,10,18,6314.9708737864075
Hurricane Dennis,9,25,23,4369.330097087379
Hurricane Edouard (1996),0,1,9,641.4757281553398
Hurricane Epsilon (2005),3,9,9,494.81553398058253
Hurricane Felix (1995),0,1,11,543.7669902912621
Hurricane Floyd,3,13,20,9213.097087378641
Hurricane Georges,1,11,25,4522.407766990291
Hurricane Gloria,4,0,8,6057.21359223301
Hurricane Ivan,9,33,48,18349.009708737864
Hurricane John (1994),0,1,10,4748.9708737864075
Hurricane John (2006),0,5,8,660.9902912621359
Hurricane Katrina,41,157,145,166098.82524271845
Hurricane Lenny,3,10,21,2123.9417475728155
Hurricane Marty (2003),0,0,7,318.6990291262136
Hurricane Mitch,1,17,43,14385.883495145632
Hurricane Philippe (2005),3,7,6,249.74757281553397
Hurricane Vince (2005),6,2,7,379.36893203883494
Husein Gradaščević,2,4,20,2163.116504854369
Hutu,2,18,22,17703.728155339806
"Hyde Park, London",4,17,25,27228.3786407767
Hydrochloric acid,23,54,64,78732.32038834952
Hydrogen,87,480,236,155318.7572815534
Hydrogen peroxide,5,35,25,110576.63106796116
Hydrology,7,44,40,13960.038834951456
Hyena,27,62,27,90727.55339805825
Hymenoptera,15,64,20,22650.97087378641
Hypsilophodon,0,0,17,2893.8349514563106
IG Farben Building,5,10,13,2686.4757281553398
IPod,34,103,34,59948.970873786406
ITunes,20,51,46,121593.28155339806
I Ching,8,13,10,71297.59223300971
I Want to Hold Your Hand,7,32,24,14401.57281553398
Ibn Battuta,1,6,48,47106.2427184466
Ice,33,131,478,41109.611650485436
Ice age,62,171,96,73075.46601941748
Ice hockey,27,89,113,73892.57281553397
Ice sheet,22,71,28,6105.368932038835
Iceland,69,340,180,329392.87378640776
Iceland hotspot,2,20,6,1982.5533980582525
Ichthyosaur,12,38,30,17508.427184466018
Idit Harel Caperton,1,1,18,150.7378640776699
Idolatry,13,16,22,22625.766990291264
Igneous rock,14,61,42,46985.77669902913
Igor Stravinsky,7,34,53,44086.330097087375
Iguanodon,5,20,30,14963.184466019418
Ike Altgens,1,11,10,2374.6893203883496
Imagism,3,11,25,9239.699029126214
Immanuel Kant,16,50,73,113706.786407767
Imperative programming,10,32,9,26280.90291262136
Imperial Japanese Navy,14,38,49,28516.29126213592
Impressionism,26,54,43,87772.786407767
Inca Empire,26,58,72,84953.64077669903
Income disparity,6,1,10,513.8834951456311
India,482,1159,1650,4562284.233009709
Indian Institutes of Technology,0,0,36,83298.94174757281
Indian Ocean,94,322,369,62199.17475728155
Indian Peafowl,3,5,14,885.8737864077669
Indian Railways,1,14,33,93482.68932038835
Indian Standard Time,5,26,28,33013.2427184466
Indian cricket team,4,20,47,2981.5922330097087
Indian independence movement,14,29,79,83046.7572815534
Indira Gandhi,9,21,28,231575.68932038834
Indium,2,18,42,22026.805825242718
Indo-Greek Kingdom,8,13,38,23870.980582524273
Indonesia,56,203,301,398823.1941747573
Indonesian language,7,21,42,51912.728155339806
Indricotherium,3,9,12,1015.9417475728155
Inductance,4,17,11,29316.757281553397
Indus River,13,37,43,68320.67961165048
Indus Valley Civilization,20,56,66,24953.73786407767
Industrial Revolution,176,409,147,182525.11650485438
Industry,52,174,117,31857.699029126212
Information,97,402,47,82677.00970873787
Infrastructure,24,47,58,37848.271844660194
Inner Hebrides,6,15,11,8227.16504854369
Insect,62,275,139,78177.77669902913
Insulin,12,29,37,77279.39805825242
Integrated circuit,38,107,48,70302.05825242719
Intel Corporation,7,12,18,12752.766990291262
Intelligence,20,23,12,42286.3786407767
InterBase,0,0,3,5725.52427184466
International Court of Justice,7,25,58,58774.63106796116
International English,0,0,49,6402.368932038835
International Red Cross and Red Crescent Movement,5,11,91,33169.28155339806
International Space Station,40,109,61,178344.6990291262
International human rights instruments,6,8,5,4143.42718446602
International law,19,68,36,39433.1359223301
Internet,396,947,210,487148.8640776699
Internet Explorer,14,84,24,88125.33009708738
Interpol,9,29,204,105027.05825242719
Introduction to special relativity,0,1,4,707.5242718446602
Invasion,13,44,108,7910.854368932039
Invasion of Grenada,8,24,29,24168.93203883495
Invasive species,19,50,40,32382.44660194175
Invertebrate,35,83,47,42293.73786407767
Investment banking,10,19,7,48059.80582524272
Iodine,5,24,69,65475.42718446602
Iowa class battleship,0,0,5,860.6990291262136
Ipswich,6,10,33,22576.495145631066
Iran,61,255,399,371908.12621359224
Iranian peoples,12,32,68,27822.66990291262
Iraq,60,243,327,180534.44660194175
Iraq War,12,61,79,165863.66019417476
Iraq and weapons of mass destruction,0,0,38,17573.09708737864
Ireland,122,362,889,284543.53398058255
Ireland King of Arms,0,0,7,273.28155339805824
Iridium,4,35,54,42004.8932038835
Irish Sea,25,79,46,12041.077669902912
Irish people,11,41,122,87819.10679611651
Irish poetry,6,27,22,2282.9514563106795
Irish theatre,7,16,20,1155.6893203883494
Iron,96,343,394,112706.46601941748
Iron(III) chloride,7,7,20,18656.85436893204
Iron Age,30,95,74,66363.30097087378
Iron Maiden,4,30,26,145493.58252427186
Iron Mike,0,0,6,2352.1941747572814
Irrigation,101,129,76,40218.6213592233
Isaac,10,29,234,44073.34951456311
Isaac Asimov,15,26,51,112849.23300970874
Isaac Brock,1,8,26,7308.592233009709
Isaac Newton,83,238,136,303673.1844660194
Isambard Kingdom Brunel,3,11,40,40865.90291262136
Isan,3,7,47,9181.59223300971
Ishango bone,2,14,10,5115.669902912621
Isis,6,16,38,98077.50485436893
Islam,129,420,397,275535.6213592233
Islamic republic,4,36,12,10317.57281553398
Island Fox,7,13,15,178.55339805825244
Isle of Man,27,36,97,175321.53398058252
Isle of Wight,7,27,59,62854.48543689321
Isles of Scilly,8,32,23,34547.59223300971
Isospin,3,9,9,5655.281553398058
Israel,59,277,444,598788.7572815533
Issyk Kul,3,5,13,1207.126213592233
Istanbul,19,57,161,179649.38834951457
Italian Renaissance,37,92,68,29025.699029126212
